FHIR_ID,Arabic_term,Long_definition,NAMC_CODE,NAMC_ID,NAMC_TERM,NAMC_term,NAMC_term_DEVANAGARI,NAMC_term_diacritical,NUMC_CODE,NUMC_ID,NUMC_TERM,Ontology_branches,Reference,Short_definition,Tamil_term,Category
SID_1211,,"Injury to this varmam is characterised by vertigo, sweating, syncope and delerium.",SAL1.4,1211.0,Nāṭi Cūttira Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.142",Injury to Naadi soothira varmam,நாடி சூத்திர வர்மம்,Siddha
SID_1212,,,SAM,1212.0,Muẕaṅkai Muṭṭil Kāṇum Varma Aṭikaḷ,,,,,,,,,,முழங்கை முட்டில் காணும் வர்ம அடிகள்,Siddha
SID_1213,,"Injury to this varmam is characterised by pain in medial aspect of arm, forearm, elbow swelling in forearm and paralysis of little fingers and ring finger.",SAM1.1,1213.0,Muẕaṅkai Muṭṭu Pataippu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.144",Injury to Muzhangai mutu pathaippu varmam,முழங்கை முட்டு பதைப்பு வர்மம்,Siddha
SID_1214,,Injury to this varmam is characterised by pain and swelling in elbow and difficulty to extend the forearm.,SAM1.2,1214.0,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.145",Injury to Muzhangai mutu purathaarai visai narambu varmam,முழங்கை முட்டு புறதாரை விசை நரம்பு வர்மம்,Siddha
SID_1215,,"Injury to this varmam is characterised by swelling of arms, fatigue forearm and pricking pain in elbow.",SAM1.3,1215.0,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.146",Injury to Muzhangai mutu mozhi poruthu varmam,முழங்கை முட்டு மொழிப்பொருத்து வர்மம்,Siddha
SID_1216,,"Injury to this varmam is characterised by tingling sensation in hands, numbness, pain and swelling, spasm of upper limbs, elbow dislocation, diffiuclty to flex the elow and anemia.",SAM1.4,1216.0,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.147",Injury to Muzhangai mutu kai mandai varmam,முழங்கை முட்டு கை மண்டை வர்மம்,Siddha
SID_1217,,,SAN,1217.0,Kaiyil Kāṇum Varma Aṭikaḷ,,,,,,,,,,கையில் காணும் வர்ம அடிகள்,Siddha
SID_1218,,"Injury to this varmam is characterised by pain in thumb, swelling of metacarpo phalangeal joints along the lateral aspect and dislocation.",SAN1.1,1218.0,Kai Peruviral Moẕi Poruttu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.150",Injury to Kai peru viral mozhi poruthu varmam,கை பெருவிரல் மொழி பொருத்து வர்மம்,Siddha
SID_1219,,"Injury to this varmam is characterised by pain in hand and thumb, swelling and dislocation of meta carpo phalangeal joint of thumb.",SAN1.2,1219.0,Kai Peruviral Patakkaḷai Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.151",Injury to Kai peru viral pathakkalai varmam,கை பெருவிரல் பதக்களை வர்மம்,Siddha
SID_1220,,"Injury to this varmam is characterised by palms, swelling of joints of thumb and dislocation of metacarpo phalangeal joints.",SAN1.3,1220.0,Kai Peruviral Aka Puṟatārai Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.152",Injury to Kai peru viral aga puratharai varmam,கை பெருவிரல் அக புறதாரை வர்மம்,Siddha
SID_1221,,"Injury to this varmam is characterised by opening of tightened fist, pain and swelling in upper limbs, diminished action of fingers, swelling of extensor aspect of upper limb",SAN1.4,1221.0,Corṇa Veṟṟilai Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.153",Injury to Sorna vettrilai varmam,சொர்ண வெற்றிலை வர்மம்,Siddha
SID_1222,,Injury to this varmam is characterised by diminusion of little and middle fingers and swelling of hands.,SAN1.5,1222.0,Kai Nerukku Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.154",Injury to Kai nerukku varmam,கை நெருக்கு வர்மம்,Siddha
SID_1223,,"Injury to this varmam is characterised by spreading of pain from hands to head like toxin, swelling numbness, mild fever on 3rd day of injury, on later stage it results in absces, cracks and ulcers in palms. If fracture occurs it leads to delerium and dea",SAN1.6,1223.0,Kai Kavaḷi Varmam,,,,,,,,"Anonymous.2010.Varma nool Thoguthi (Varma laada suthiram). 1st edition,Kanyakumari: ATSVS siddha medical college and hospital.pg 323.",Injury to Kai kavali varmam,கை கவளி வர்மம்,Siddha
SID_1224,,,SAO,1224.0,Maṇikkaṭṭil Kāṇum Varma Aṭikaḷ,,,,,,,,,,மணிக்கட்டில் காணும் வர்ம அடிகள்,Siddha
SID_1225,,"Injury to this varmam is characterised by swelling of wrist joint, pain and swelling in hands, dislocation of wrist and fracture of wrist",SAO1.1,1225.0,Kōẕikkaẕuttu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.157",Injury to Kozhi kazhuththu varmam,கோழிக்கழுத்து வர்மம்,Siddha
SID_1226,,"Injury to this varmam is characterised by pain in wrist joint, fatigue of upper limbs, dislocation of wrist and difficulty to flex the fingers.",SAO1.2,1226.0,Kōẕikkaẕuttu Kaṇṇu Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.158",Injury to Kozhi kazhuththu kannu varmam,கோழிக்கழுத்து கண்ணு வர்மம்,Siddha
SID_1227,,"Injury to this varmam is characterised by palpitation, sprain in wrist joint, stiffness of hand, swelling of joint with fluid accumulation, weakness, fatigue of upper limb, chillness of body, sweating, delerium, increased phlegm, dislocation of wrist, imm",SAO1.3,1227.0,Kōẕikkaẕuttu Aka Puṟatārai Varmam,,,,,,,,"Anonymous.2015.Varma maruthuvam. Revised 2nd edition,Kanyakumari:Centre for Varmam medicine and research.Pg.159",Injury to Kozhi kazhuththu aga puratharai varmam,கோழிக்கழுத்து அக புறதாரை வர்மம்,Siddha
SID_1228,,,SB,1228.0,Oṭivu Muṟivu,,,,,,,,,Fractures,ஒடிவு முறிவு,Siddha
SID_1229,,,SBA,1229.0,Kai Kāyaṅkaḷ,,,,,,,,,Injuries of the Hand,கை காயங்கள்,Siddha
SID_1230,,,SBA1,1230.0,Tōḷ Pakuti Kāyaṅkaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 72",Shoulder injuries,தோள் பகுதி காயங்கள்,Siddha
SID_1231,,"A break in the clavicle is caused by direct injury on the bone or by fall on out-stretched hand characterised by pain and swelling at the fracture site, difficulty in raising the affected side arm and holding the affected arm in flexed elbow position",SBA1.1,1231.0,Kārai Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 73",Fracture of clavicle,காரை எலும்பு முறிவு,Siddha
SID_1232,,"A subluxation or dislocation of acromio-clavicular joint is caused by injury to outer prominence or by fall on out-stretched hand, characterised by pain and swelling at acromio-clavicular joint and patient will hold the affected arm in flexed elbow positi",SBA1.2,1232.0,Cippi Moẕi Kārai Poruttu Kāyaṅkaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 81",Injuries to acromio-clavicular joint,சிப்பி மொழி காரை பொருத்து காயங்கள்,Siddha
SID_1233,,"A subluxation or dislocation of sterno-clavicular joint is caused by direct injury or heavy force applied from shoulder when lying in lateral position, characterised by pain and swelling at the fracture site, protrusion of clavicle at fracture site and fl",SBA1.3,1233.0,Neñcu - Kārai Poruttu Kāyaṅkaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 84",Injuries to sterno clavicular joint,நெஞ்சு – காரை பொருத்து காயங்கள்,Siddha
SID_1234,,"A break in scapula is caused by direct injury on bone or by fall on outstretched hand, characterised pain and swelling at the fracture site, patient will hold the affected side hand close to chest in flexed elbow position and pain while lifting the affect",SBA1.4,1234.0,Cippi Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 87",Injuries and fractures to Scapula,சிப்பி எலும்பு முறிவு,Siddha
SID_1235,,Dislocation of scapula,SBA1.5,1235.0,Tōḷporuttu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 93",Dislocation of scapula,தோள்பொருத்து விலகல்,Siddha
SID_1236,,": A dislocation of shoulder joint in anterior side is caused by falling with abducted, external rotated, out-stretched hand, characterised by severe pain and inability to use affected hand, patient will hold the hand in abduction and external rotation pos",SBA1.5.1,1236.0,Tōḷporuttu Muṉ Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 94",Anterior dislocation of shoulder joint,தோள்பொருத்து முன் விலகல்,Siddha
SID_1237,,It is characterised by recurrent dislocation of shoulder joint in anterior side caused by lack of immobilisation and weakness of shoulder muscles.,SBA1.5.2,1237.0,Aṭikkaṭi Nikaẕum Muṉpakka Tōḷporuttu Muṉ Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no96",Recurrent anterior dislocation of shoulder joint,அடிக்கடி நிகழும் முன்பக்க தோள்பொருத்து முன் விலகல்,Siddha
SID_1238,,"The dislocation of shoulder joint on posterior side caused by falling in flexed and adduction of hand. It is characterised by severe pain, patient will hold the affected hand in adduction position wit other hand, flattening of anterior side of shoulder, p",SBA1.5.3,1238.0,Tōḷporuttu Piṉ Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 98",Posterior dislocation of shoulder joint,தோள்பொருத்து பின் விலகல்,Siddha
SID_1239,,The dislocation of shoulder joint on inferior side caused by hyper abduction and extension of shoulder and characterised by protrusion of humerus head below glenoid cavity.,SBA1.5.4,1239.0,Tōḷporuttu Kīẕ Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 101",Inferior dislocation of shoulder joint,தோள்பொருத்து கீழ் விலகல்,Siddha
SID_1240,,"A break in proximal part of humerus caused by falling in out-stretched hand, injury to lateral side of humerus. It is characterised by pain and swelling in affected site, restricted shoulder movements",SBA1.6,1240.0,Puya Elumpiṉ Mēlmuṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 105",Proximal humeral fracture,புய எலும்பின் மேல்முனை முறிவுகள்,Siddha
SID_1241,,,SBA2,1241.0,Puya Kāyaṅkaḷ,,,,,,,,,Injuries of the arm,புய காயங்கள்,Siddha
SID_1242,,"A break in the shaft of the Humreus caused by falling in out-stretched hand and direct injury. It is characterised by pain and swelling at fracture site, abnormal mobility in upper arm, if fracture at spiral groove can cause wrist drop.",SBA2.1,1242.0,Puya Elumpiṉ Taṇṭup Pakuti Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 112",Fracture of the shaft of the humerus,புய எலும்பின் தண்டுப் பகுதி முறிவுகள்,Siddha
SID_1243,,,SBA3,1243.0,Muẕaṅkai Mūṭṭup Pakuti Kāyaṅkaḷ,,,,,,,,,Injuries around the elbow,முழங்கை மூட்டுப் பகுதி காயங்கள்,Siddha
SID_1244,,"A break in the distal end of humerus caused by falling on outstretched hand with hyerextension. It is characterised by pain and swelling in elbow, tenderness, restricted movements, shortening of upper arm, but no change in forearm length, maintaining tria",SBA3.1,1244.0,Puya Elumpiṉ Kīẕ Muṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 126",Fractures of distal end of humerus,புய எலும்பின் கீழ் முனை முறிவுகள்,Siddha
SID_1245,,,SBA3.2,1245.0,Muẕaṅkaimūṭṭu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 140",Disclocation of the elbow joint,முழங்கைமூட்டு விலகல்,Siddha
SID_1246,,"A dislocation of elbow on anterior or posterior lateral, postero-medial, medial, posterior, lateral or divergent side caused by falling on flexed elbow position.",SBA3.2.1,1246.0,Eḷiya Muẕaṅkai Muṭṭu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 141",simple elbow dislocation,எளிய முழங்கை முட்டு விலகல்,Siddha
SID_1247,,"A dislocation to elbow along with fragment fracture of associated bone in elbow. It is characterised by pain and swelling in affected site, altered relationship of bony triangle",SBA3.2.2,1247.0,Muẕaṅkai Muṭṭu Muṟintu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 144",Elbow fracture – dislocation,முழங்கை முட்டு முறிந்து விலகல்,Siddha
SID_1248,,"A dislocation of radial head caused by pulling of elbow. It is characterised by pain and swelling in affected site, difficult to lift the hand, tenderness over radial side of elbow",SBA3.3,1248.0,Iẕuppaṭṭa Muẕaṅkaimūṭṭu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 151",Pulled elbow,இழுப்பட்ட முழங்கைமூட்டு,Siddha
SID_1249,,"A break in olecranon process caused by direct injury and severe contractions of triceps. It is characterised by pain and swelling in affected site, tenderness, crepitus and difficult in extension of elbow.",SBA3.4,1249.0,Irattiṉi Elumpiṉ Mēl - Muṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 152",Fracture of proximal end of ulna,இரத்தினி எலும்பின் மேல் - முனை முறிவுகள்,Siddha
SID_1250,,A break in the head of the radius or neck of the radius caused by direct injury and falling on out-stretched hand. It is characterised by pain and swelling in elbow,SBA3.5,1250.0,Ārai Elumpiṉ Mēl Muṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 157",Fractures of the proximal end of the radius,ஆரை எலும்பின் மேல் முனை முறிவுகள்,Siddha
SID_1251,,,SBA4,1251.0,Muẕaṅkai Kāyaṅkaḷ,,,,,,,,,Injuries of the forearm,முழங்கை காயங்கள்,Siddha
SID_1252,,"A break in shaft of both ulna and radius caused by falling on out strectched hand, direct injury characterised by pain, swelling of affected site, restricted movements of elbow.",SBA4.1,1252.0,Ārai Maṟṟum Irattiṉi - Iru Elumputtaṇṭu Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 165",Fracture of shaft of forearm,ஆரை மற்றும் இரத்தினி - இரு எலும்புத்தண்டு முறிவுகள்,Siddha
SID_1253,,A break in shaft of radius,SBA4.2,1253.0,Ārai Elumputtaṇṭu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 167",Fracture of the radial shaft,ஆரை எலும்புத்தண்டு முறிவு,Siddha
SID_1254,,A break in the shaft of ulna,SBA4.3,1254.0,Irattiṉi Elumputtaṇṭu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 170",Fracture of shaft of ulna,இரத்தினி எலும்புத்தண்டு முறிவு,Siddha
SID_1255,,"A break in lower end of radius bone caused by falling on outstretched hand with dorsiflexion characterised by pain and swelling at affected site, deformity of wrist.",SBA4.4,1255.0,Kōẕikkaẕuttu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 174",Colles fracture,கோழிக்கழுத்து முறிவு,Siddha
SID_1256,,,SBA5,1256.0,Maṇikkaṭṭu Kāyaṅkaḷ,,,,,,,,,Injuries of the wrist,மணிக்கட்டு காயங்கள்,Siddha
SID_1257,,A break in the Scaphoid bone,SBA5.1,1257.0,Paṭaku Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 197",Scaphoid fracture:,படகு எலும்பு முறிவு,Siddha
SID_1258,,A break in the lunate bone,SBA5.2,1258.0,Piṟai Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 199",Lunate fracture:,பிறை எலும்பு முறிவு,Siddha
SID_1259,,A break in the triquetral bone,SBA5.3,1259.0,Mukkōṇa Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 199",Triquetral fracture,முக்கோண எலும்பு முறிவு,Siddha
SID_1260,,A break in the pisiform bone,SBA5.4,1260.0,Paṭṭāṇi Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 202",Pisiform fracture,பட்டாணி எலும்பு முறிவு,Siddha
SID_1261,,A break in the hamate bone,SBA5.5,1261.0,Kokki Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 203",Hamate fracture,கொக்கி எலும்பு முறிவு,Siddha
SID_1262,,A break in the capitate bone,SBA5.6,1262.0,Uruḷ Talai Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 204",Capitate fracture,உருள் தலை எலும்பு முறிவு,Siddha
SID_1263,,A break in the trapezoid bone,SBA5.7,1263.0,Nāṟcatura Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 204",Trapezoid fracture,நாற்சதுர எலும்பு முறிவு,Siddha
SID_1264,,A break in the trapezium bone,SBA5.8,1264.0,Irucarivu Nāṟciṟai Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 206",Trapezium fracture,இருசரிவு நாற்சிறை எலும்பு முறிவு,Siddha
SID_1265,,,SBA6,1265.0,Aṅkai Kāyaṅkaḷ,,,,,,,,,Injuries of the hand,அங்கை காயங்கள்,Siddha
SID_1266,,"A break in head, neck, shaft and distal end of metacarpal bone",SBA6.1,1266.0,Karapa Elumpukaḷiṉ Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 216",Fractures of the metacarpal,கரப எலும்புகளின் முறிவுகள்,Siddha
SID_1267,,"A break in head, neck, shaft and distal end of phalanges.",SBA6.2,1267.0,Viral Elumpukaḷiṉ Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 226",Fractures of the phalanges,விரல் எலும்புகளின் முறிவுகள்,Siddha
SID_1268,,,SBB,1268.0,Kāl Kāyaṅkaḷ,,,,,,,,,Injuries to the lower limb,கால் காயங்கள்,Siddha
SID_1269,,,SBB1,1269.0,Iṭuppup Pakuti Kāyaṅkaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 239",Injuries around the hip,இடுப்புப் பகுதி காயங்கள்,Siddha
SID_1270,,"A dislocation of head of femur from acetabulum in posterior, anterior and central side caused by dashboard injury. It is characterized by pain and swelling in affected side, shortening of leg, protrusion of femoral head in buttocks leading to sciatic nerv",SBB1.1,1270.0,Iṭuppup Poruttu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 240",Dislocation of the hip joint,இடுப்புப் பொருத்து விலகல்,Siddha
SID_1271,,A break in head of femur caused by pressure by axial load.,SBB1.2,1271.0,Toṭai Elumpiṉ Talaippakuti Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 256",Fracture of the femoral head,தொடை எலும்பின் தலைப்பகுதி முறிவு,Siddha
SID_1272,,"A break in the neck of the femur caused by falling on lateral side hitting greater trochanter characterized by pain and swelling in hip, inability to walk, protrusion of greater trochanter",SBB1.3,1272.0,Toṭai Elumpiṉ Kaẕuttuppakuti Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 256",Fracture of the neck of the femur,தொடை எலும்பின் கழுத்துப்பகுதி முறிவு,Siddha
SID_1273,,A break in proximal end of femur,SBB1.4,1273.0,Toṭai Elumpiṉ Mēl Muṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 266",Proximal femur fractures,தொடை எலும்பின் மேல் முனை முறிவுகள்,Siddha
SID_1274,,,SBB2,1274.0,Toṭai Kāyaṅkaḷ,,,,,,,,,Injuries of the thigh,தொடை காயங்கள்,Siddha
SID_1275,,"A break in sub trochanter, supracondylar area of the shaft of the femur caused by strong direct trauma characterized by pain and swelling in thigh, excessive bleeding and shortening of leg",SBB2.1,1275.0,Toṭai Elumpu Taṇṭu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 270",Fracture of the shaft of the femur,தொடை எலும்பு தண்டு முறிவு,Siddha
SID_1276,,,SBB3,1276.0,Muẕaṅkāl Mūṭṭuppakuti Kāyaṅkaḷ,,,,,,,,,Injuries of the knee,முழங்கால் மூட்டுப்பகுதி காயங்கள்,Siddha
SID_1277,,A break in femoral condyle caused by falling on valgus or varus or rotation leg position. It is characterized by pain and swelling around affected knee and flexion deformit,SBB3.1,1277.0,Toṭai Elumpu Muṇṭu Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 280",Fracture of femoral condyles,தொடை எலும்பு முண்டு முறிவுகள்,Siddha
SID_1278,,"A break in the patella caused by direct injury and indirect trauma characterized by pain ans swelling around the knee, crepitus, difficulty in flexion and extension of knee",SBB3.2,1278.0,Ciraṭṭai Elumpu Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 283",Fracture of the patella,சிரட்டை எலும்பு முறிவுகள்,Siddha
SID_1279,,A dislocation of patella,SBB3.3,1279.0,Ciraṭṭai Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 287",Dislocation of patella,சிரட்டை விலகல்,Siddha
SID_1280,,A dislocation of knee,SBB3.4,1280.0,Muẕaṅkāl Muṭṭu Vilakal,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 293",Dislocation of knee,முழங்கால் முட்டு விலகல்,Siddha
SID_1281,,"A break on proximal end of tibia caused by dashboard injury characterized by pain, swelling hemoarthrosis and restricted movements",SBB3.5,1281.0,Naḷaka Elumpiṉ Mēlmuṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 309",Proximal tibial fracture,நளக எலும்பின் மேல்முனை முறிவுகள்,Siddha
SID_1282,,,SBB4,1282.0,Muẕaṅkāl Kāyaṅkaḷ,,,,,,,,,Injuries of the leg,முழங்கால் காயங்கள்,Siddha
SID_1283,,A break in the shaft of tibia and fibula.,SBB4.1,1283.0,Naḷa Maṟṟum Cara Elumputtaṇṭu Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 313",Fractures of shaft of tibia and fibula,நள மற்றும் சர எலும்புத்தண்டு முறிவுகள்,Siddha
SID_1284,,,SBB5,1284.0,Kaṇukkāl Kāyaṅkaḷ,,,,,,,,,Injuries of Ankle,கணுக்கால் காயங்கள்,Siddha
SID_1285,,"A break in distal end of tibial fracture caused by falling from high altitude producing axial or vertical compression characterized by pain, swelling of the affected site and difficulty to stand.",SBB5.1,1285.0,Naḷa Elumpu Kīẕmuṉai Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 313",Distal tibial fracture,நள எலும்பு கீழ்முனை முறிவுகள்,Siddha
SID_1286,,"A break in bones associated with ankle joint caused by adduction, inversion, abduction, eversion and vertical compression characterised by pain and swelling and tenderness.",SBB5.2,1286.0,Kaṇukkāl Muṟivukaḷ,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 330",Ankle fractures,கணுக்கால் முறிவுகள்,Siddha
SID_1287,,,SBB6,1287.0,Pāta Kāyaṅkaḷ,,,,,,,,,injuries of the foot,பாத காயங்கள்,Siddha
SID_1288,,A break in cuboid bone,SBB6.1,1288.0,Kaṉavi Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 361",Fracture of cuboid bone,கனவி எலும்பு முறிவு,Siddha
SID_1289,,A break in navicular bone,SBB6.2,1289.0,Navvi Elumpu Muṟivu,,,,,,,,"Kannan Rajaram, 2010, 1st Edition,Varmam Odivu Murivu Maruthuvam, ATSVS Siddha Medical College, Pg no 363",Fracture of navicular bone,நவ்வி எலும்பு முறிவு,Siddha
